seas,date,wk,h,v,sprv,ou,ptsh,ptsv,neutral,playoff,stad
2002,09/05/2002,1,NYG,SF,-4,39,13,16,0,0,Giants Stadium
2002,09/08/2002,1,BUF,NYJ,-3,43,31,37,0,0,Ralph Wilson Stadium
2002,09/08/2002,1,CAR,BAL,-0,33,10,7,0,0,Bank of America Stadium
2002,09/08/2002,1,CHI,MIN,4.5,41,27,23,0,0,Memorial Stadium (Champaign)
2002,09/08/2002,1,CIN,LAC,3,37,6,34,0,0,Paul Brown Stadium
2002,09/08/2002,1,CLE,KC,2,36,39,40,0,0,FirstEnergy Stadium
2002,09/08/2002,1,DEN,LAR,-3,51,23,16,0,0,Sports Authority Field at Mile High
2002,09/08/2002,1,GB,ATL,7,42.5,37,34,0,0,Lambeau Field
2002,09/08/2002,1,HOU,DAL,-8.5,33.5,19,10,0,0,Reliant Stadium
2002,09/08/2002,1,JAX,IND,-3.5,44,25,28,0,0,EverBank Field
2002,09/08/2002,1,MIA,DET,9.5,35.5,49,21,0,0,Sun Life Stadium
2002,09/08/2002,1,OAK,SEA,7.5,40,31,17,0,0,Oakland Coliseum
2002,09/08/2002,1,TB,NO,6,37.5,20,26,0,0,Raymond James Stadium
2002,09/08/2002,1,TEN,PHI,2,37,27,24,0,0,Nissan Stadium
2002,09/08/2002,1,WAS,ARI,6,44.5,31,23,0,0,FedExField
2002,09/09/2002,1,NE,PIT,-2.5,37.5,30,14,0,0,Gillette Stadium
2002,09/15/2002,2,ATL,CHI,2.5,45,13,14,0,0,Georgia Dome
2002,09/15/2002,2,BAL,TB,-4.5,32,0,25,0,0,M&T Bank Stadium
2002,09/15/2002,2,CAR,DET,3,35.5,31,7,0,0,Bank of America Stadium
2002,09/15/2002,2,CLE,CIN,3.5,39,20,7,0,0,FirstEnergy Stadium
2002,09/15/2002,2,DAL,TEN,-3.5,37.5,21,13,0,0,Texas Stadium
2002,09/15/2002,2,IND,MIA,-0,47,13,21,0,0,RCA Dome
2002,09/15/2002,2,KC,JAX,3.5,46,16,23,0,0,Arrowhead Stadium
2002,09/15/2002,2,MIN,BUF,3.5,49,39,45,0,0,Hubert H. Humphrey Metrodome
2002,09/15/2002,2,NO,GB,-2.5,45.5,35,20,0,0,Louisiana Superdome
2002,09/15/2002,2,NYJ,NE,1,41,7,44,0,0,Giants Stadium
2002,09/15/2002,2,PIT,OAK,4,39.5,17,30,0,0,Heinz Field
2002,09/15/2002,2,LAC,HOU,13.5,34,24,3,0,0,Qualcomm Stadium
2002,09/15/2002,2,SF,DEN,3.5,44,14,24,0,0,Candlestick Park
2002,09/15/2002,2,SEA,ARI,4,40.5,13,24,0,0,CenturyLink Field
2002,09/15/2002,2,LAR,NYG,12,46,21,26,0,0,Edward Jones Dome
2002,09/16/2002,2,WAS,PHI,-3,44,7,37,0,0,FedExField
2002,09/22/2002,3,ARI,LAC,-2.5,39,15,23,0,0,University of Phoenix Stadium
2002,09/22/2002,3,ATL,CIN,7,42.5,30,3,0,0,Georgia Dome
2002,09/22/2002,3,CHI,NO,-2,40.5,23,29,0,0,Memorial Stadium (Champaign)
2002,09/22/2002,3,DEN,BUF,7.5,47,28,23,0,0,Sports Authority Field at Mile High
2002,09/22/2002,3,DET,GB,-7.5,44,31,37,0,0,Ford Field
2002,09/22/2002,3,HOU,IND,-10.5,38,3,23,0,0,Reliant Stadium
2002,09/22/2002,3,MIA,NYJ,6,40.5,30,3,0,0,Sun Life Stadium
2002,09/22/2002,3,MIN,CAR,6.5,44.5,14,21,0,0,Hubert H. Humphrey Metrodome
2002,09/22/2002,3,NE,KC,8.5,43.5,41,38,0,0,Gillette Stadium
2002,09/22/2002,3,NYG,SEA,5.5,39,9,6,0,0,Giants Stadium
2002,09/22/2002,3,PHI,DAL,10,36.5,44,13,0,0,Veterans Stadium
2002,09/22/2002,3,SF,WAS,10,44,20,10,0,0,Candlestick Park
2002,09/22/2002,3,TEN,CLE,4.5,40.5,28,31,0,0,Nissan Stadium
2002,09/23/2002,3,TB,LAR,-1.5,44,26,14,0,0,Raymond James Stadium
2002,09/29/2002,4,ARI,NYG,-3,38.5,21,7,0,0,University of Phoenix Stadium
2002,09/29/2002,4,BUF,CHI,3,46.5,33,27,0,0,Ralph Wilson Stadium
2002,09/29/2002,4,CIN,TB,-6.5,33.5,7,35,0,0,Paul Brown Stadium
2002,09/29/2002,4,DET,NO,-9,45,26,21,0,0,Ford Field
2002,09/29/2002,4,GB,CAR,6.5,41.5,17,14,0,0,Lambeau Field
2002,09/29/2002,4,JAX,NYJ,3.5,41.5,28,3,0,0,EverBank Field
2002,09/29/2002,4,KC,MIA,-3,44.5,48,30,0,0,Arrowhead Stadium
2002,09/29/2002,4,OAK,TEN,6.5,45,52,25,0,0,Oakland Coliseum
2002,09/29/2002,4,PHI,HOU,19,36,35,17,0,0,Veterans Stadium
2002,09/29/2002,4,PIT,CLE,6,44,16,13,0,0,Heinz Field
2002,09/29/2002,4,LAC,NE,-3,40.5,21,14,0,0,Qualcomm Stadium
2002,09/29/2002,4,SEA,MIN,3,44,48,23,0,0,CenturyLink Field
2002,09/29/2002,4,LAR,DAL,12,44,10,13,0,0,Edward Jones Dome
2002,09/30/2002,4,BAL,DEN,-9,35,34,23,0,0,M&T Bank Stadium
2002,10/06/2002,5,ATL,TB,2.5,38.5,6,20,0,0,Georgia Dome
2002,10/06/2002,5,BUF,OAK,-3,53.5,31,49,0,0,Ralph Wilson Stadium
2002,10/06/2002,5,CAR,ARI,5,35,13,16,0,0,Bank of America Stadium
2002,10/06/2002,5,CLE,BAL,6,36.5,21,26,0,0,FirstEnergy Stadium
2002,10/06/2002,5,DAL,NYG,-1.5,34.5,17,21,0,0,Texas Stadium
2002,10/06/2002,5,DEN,LAC,6.5,39.5,26,9,0,0,Sports Authority Field at Mile High
2002,10/06/2002,5,IND,CIN,13.5,43,28,21,0,0,RCA Dome
2002,10/06/2002,5,JAX,PHI,-3,42.5,28,25,0,0,EverBank Field
2002,10/06/2002,5,MIA,NE,3,43.5,26,13,0,0,Sun Life Stadium
2002,10/06/2002,5,NO,PIT,3,43.5,32,29,0,0,Louisiana Superdome
2002,10/06/2002,5,NYJ,KC,-3,46.5,25,29,0,0,Giants Stadium
2002,10/06/2002,5,SF,LAR,6,41.5,37,13,0,0,Candlestick Park
2002,10/06/2002,5,TEN,WAS,3.5,43.5,14,31,0,0,Nissan Stadium
2002,10/07/2002,5,CHI,GB,1,44,21,34,0,0,Memorial Stadium (Champaign)
2002,10/13/2002,6,CIN,PIT,-6.5,40.5,7,34,0,0,Paul Brown Stadium
2002,10/13/2002,6,DAL,CAR,2,35,14,13,0,0,Texas Stadium
2002,10/13/2002,6,DEN,MIA,3.5,41,22,24,0,0,Sports Authority Field at Mile High
2002,10/13/2002,6,HOU,BUF,-7,44,24,31,0,0,Reliant Stadium
2002,10/13/2002,6,IND,BAL,6.5,42,22,20,0,0,RCA Dome
2002,10/13/2002,6,MIN,DET,4.5,49,31,24,0,0,Hubert H. Humphrey Metrodome
2002,10/13/2002,6,NE,GB,4.5,47,10,28,0,0,Gillette Stadium
2002,10/13/2002,6,NYG,ATL,6,35.5,10,17,0,0,Giants Stadium
2002,10/13/2002,6,LAC,KC,3,46.5,35,34,0,0,Qualcomm Stadium
2002,10/13/2002,6,LAR,OAK,-7,49,28,13,0,0,Edward Jones Dome
2002,10/13/2002,6,TB,CLE,7.5,36.5,17,3,0,0,Raymond James Stadium
2002,10/13/2002,6,TEN,JAX,-1.5,44,23,14,0,0,Nissan Stadium
2002,10/13/2002,6,WAS,NO,-1.5,45.5,27,43,0,0,FedExField
2002,10/14/2002,6,SEA,SF,-3,43.5,21,28,0,0,CenturyLink Field
2002,10/20/2002,7,ARI,DAL,3.5,36.5,9,6,0,0,University of Phoenix Stadium
2002,10/20/2002,7,ATL,CAR,4,35.5,30,0,0,0,Georgia Dome
2002,10/20/2002,7,BAL,JAX,-1.5,38,17,10,0,0,M&T Bank Stadium
2002,10/20/2002,7,CLE,HOU,8.5,36.5,34,17,0,0,FirstEnergy Stadium
2002,10/20/2002,7,DET,CHI,-3,44.5,23,20,0,0,Ford Field
2002,10/20/2002,7,GB,WAS,7,48,30,9,0,0,Lambeau Field
2002,10/20/2002,7,KC,DEN,-3,50.5,34,37,0,0,Arrowhead Stadium
2002,10/20/2002,7,MIA,BUF,6,45.5,10,23,0,0,Sun Life Stadium
2002,10/20/2002,7,NO,SF,1.5,48.5,35,27,0,0,Louisiana Superdome
2002,10/20/2002,7,NYJ,MIN,3,49,20,7,0,0,Giants Stadium
2002,10/20/2002,7,OAK,LAC,7,47,21,27,0,0,Oakland Coliseum
2002,10/20/2002,7,PHI,TB,3,37,20,10,0,0,Veterans Stadium
2002,10/20/2002,7,LAR,SEA,6.5,44.5,37,20,0,0,Edward Jones Dome
2002,10/21/2002,7,PIT,IND,4.5,46,28,10,0,0,Heinz Field
2002,10/27/2002,8,BAL,PIT,-3,37.5,18,31,0,0,M&T Bank Stadium
2002,10/27/2002,8,BUF,DET,7.5,50,24,17,0,0,Ralph Wilson Stadium
2002,10/27/2002,8,CAR,TB,-8,31.5,9,12,0,0,Bank of America Stadium
2002,10/27/2002,8,CIN,TEN,-4.5,42,24,30,0,0,Paul Brown Stadium
2002,10/27/2002,8,DAL,SEA,2,37,14,17,0,0,Texas Stadium
2002,10/27/2002,8,JAX,HOU,11,38,19,21,0,0,EverBank Field
2002,10/27/2002,8,KC,OAK,-2.5,55.5,20,10,0,0,Arrowhead Stadium
2002,10/27/2002,8,MIN,CHI,2,46,25,7,0,0,Hubert H. Humphrey Metrodome
2002,10/27/2002,8,NE,DEN,3,46,16,24,0,0,Gillette Stadium
2002,10/27/2002,8,NO,ATL,3.5,47,35,37,0,0,Louisiana Superdome
2002,10/27/2002,8,NYJ,CLE,3,44,21,24,0,0,Giants Stadium
2002,10/27/2002,8,SF,ARI,8.5,40.5,38,28,0,0,Candlestick Park
2002,10/27/2002,8,WAS,IND,1,46,26,21,0,0,FedExField
2002,10/28/2002,8,PHI,NYG,7,38.5,17,3,0,0,Veterans Stadium
2002,11/03/2002,9,ARI,LAR,-5,43.5,14,27,0,0,University of Phoenix Stadium
2002,11/03/2002,9,ATL,BAL,7,40.5,20,17,0,0,Georgia Dome
2002,11/03/2002,9,BUF,NE,3,47.5,7,38,0,0,Ralph Wilson Stadium
2002,11/03/2002,9,CHI,PHI,-7,37.5,13,19,0,0,Memorial Stadium (Champaign)
2002,11/03/2002,9,CLE,PIT,-3.5,44,20,23,0,0,FirstEnergy Stadium
2002,11/03/2002,9,DET,DAL,3,37,9,7,0,0,Ford Field
2002,11/03/2002,9,HOU,CIN,2.5,36.5,3,38,0,0,Reliant Stadium
2002,11/03/2002,9,IND,TEN,3,47,15,23,0,0,RCA Dome
2002,11/03/2002,9,NYG,JAX,3,35.5,24,17,0,0,Giants Stadium
2002,11/03/2002,9,OAK,SF,3,49.5,20,23,0,0,Oakland Coliseum
2002,11/03/2002,9,LAC,NYJ,8.5,41,13,44,0,0,Qualcomm Stadium
2002,11/03/2002,9,SEA,WAS,2,41.5,3,14,0,0,CenturyLink Field
2002,11/03/2002,9,TB,MIN,7.5,37,38,24,0,0,Raymond James Stadium
2002,11/04/2002,9,GB,MIA,4.5,41.5,24,10,0,0,Lambeau Field
2002,11/10/2002,10,ARI,SEA,3,37,6,27,0,0,University of Phoenix Stadium
2002,11/10/2002,10,BAL,CIN,4,37,38,27,0,0,M&T Bank Stadium
2002,11/10/2002,10,CAR,NO,-4,39.5,24,34,0,0,Bank of America Stadium
2002,11/10/2002,10,CHI,NE,-5,39,30,33,0,0,Memorial Stadium (Champaign)
2002,11/10/2002,10,GB,DET,10.5,42,40,14,0,0,Lambeau Field
2002,11/10/2002,10,JAX,WAS,1.5,39.5,26,7,0,0,EverBank Field
2002,11/10/2002,10,MIN,NYG,-1.5,45,20,27,0,0,Hubert H. Humphrey Metrodome
2002,11/10/2002,10,NYJ,MIA,2.5,39.5,13,10,0,0,Giants Stadium
2002,11/10/2002,10,PHI,IND,9.5,41.5,13,35,0,0,Veterans Stadium
2002,11/10/2002,10,PIT,ATL,5.5,42.5,34,34,0,0,Heinz Field
2002,11/10/2002,10,SF,KC,5,49,17,13,0,0,Candlestick Park
2002,11/10/2002,10,LAR,LAC,6,44,28,24,0,0,Edward Jones Dome
2002,11/10/2002,10,TEN,HOU,9,39.5,17,10,0,0,Nissan Stadium
2002,11/11/2002,10,DEN,OAK,6,45.5,10,34,0,0,Sports Authority Field at Mile High
2002,11/17/2002,11,ATL,NO,1.5,51,24,17,0,0,Georgia Dome
2002,11/17/2002,11,CIN,CLE,-3,41.5,20,27,0,0,Paul Brown Stadium
2002,11/17/2002,11,DET,NYJ,-3,43,14,31,0,0,Ford Field
2002,11/17/2002,11,HOU,JAX,-6.5,36.5,21,24,0,0,Reliant Stadium
2002,11/17/2002,11,IND,DAL,6.5,39.5,20,3,0,0,RCA Dome
2002,11/17/2002,11,KC,BUF,3.5,52.5,17,16,0,0,Arrowhead Stadium
2002,11/17/2002,11,MIA,BAL,5,34.5,26,7,0,0,Sun Life Stadium
2002,11/17/2002,11,MIN,GB,-6.5,50.5,31,21,0,0,Hubert H. Humphrey Metrodome
2002,11/17/2002,11,NYG,WAS,3.5,34.5,19,17,0,0,Giants Stadium
2002,11/17/2002,11,OAK,NE,4.5,48,27,20,0,0,Oakland Coliseum
2002,11/17/2002,11,PHI,ARI,12,37.5,38,14,0,0,Veterans Stadium
2002,11/17/2002,11,LAC,SF,-2.5,43,20,17,0,0,Qualcomm Stadium
2002,11/17/2002,11,SEA,DEN,-5.5,42.5,9,31,0,0,CenturyLink Field
2002,11/17/2002,11,TB,CAR,8,34.5,23,10,0,0,Raymond James Stadium
2002,11/17/2002,11,TEN,PIT,-3,44,31,23,0,0,Nissan Stadium
2002,11/18/2002,11,LAR,CHI,10.5,43.5,21,16,0,0,Edward Jones Dome
2002,11/24/2002,12,ARI,OAK,-9.5,44,20,41,0,0,University of Phoenix Stadium
2002,11/24/2002,12,BAL,TEN,-2.5,38.5,13,12,0,0,M&T Bank Stadium
2002,11/24/2002,12,CAR,ATL,-3.5,37,0,41,0,0,Bank of America Stadium
2002,11/24/2002,12,CHI,DET,5,37.5,20,17,0,0,Memorial Stadium (Champaign)
2002,11/24/2002,12,DAL,JAX,-2.5,34,21,19,0,0,Texas Stadium
2002,11/24/2002,12,DEN,IND,6,43,20,23,0,0,Sports Authority Field at Mile High
2002,11/24/2002,12,HOU,NYG,-5.5,34,16,14,0,0,Reliant Stadium
2002,11/24/2002,12,MIA,LAC,4,36.5,30,3,0,0,Sun Life Stadium
2002,11/24/2002,12,NE,MIN,8,47,24,17,0,0,Gillette Stadium
2002,11/24/2002,12,NO,CLE,5.5,48.5,15,24,0,0,Louisiana Superdome
2002,11/24/2002,12,NYJ,BUF,3,45.5,31,13,0,0,Giants Stadium
2002,11/24/2002,12,PIT,CIN,10.5,44,29,21,0,0,Heinz Field
2002,11/24/2002,12,SEA,KC,-3.5,44,39,32,0,0,CenturyLink Field
2002,11/24/2002,12,TB,GB,3,38.5,21,7,0,0,Raymond James Stadium
2002,11/24/2002,12,WAS,LAR,-3.5,41,20,17,0,0,FedExField
2002,11/25/2002,12,SF,PHI,7,37.5,17,38,0,0,Candlestick Park
2002,11/28/2002,13,DAL,WAS,-1,36.5,27,20,0,0,Texas Stadium
2002,11/28/2002,13,DET,NE,-6,46,12,20,0,0,Ford Field
2002,12/01/2002,13,BUF,MIA,-2,37,38,21,0,0,Ralph Wilson Stadium
2002,12/01/2002,13,CIN,BAL,-2.5,37.5,23,27,0,0,Paul Brown Stadium
2002,12/01/2002,13,CLE,CAR,7.5,34.5,6,13,0,0,FirstEnergy Stadium
2002,12/01/2002,13,GB,CHI,9.5,37.5,30,20,0,0,Lambeau Field
2002,12/01/2002,13,IND,HOU,11.5,39.5,19,3,0,0,RCA Dome
2002,12/01/2002,13,JAX,PIT,-3,44,23,25,0,0,EverBank Field
2002,12/01/2002,13,KC,ARI,9,47,49,0,0,0,Arrowhead Stadium
2002,12/01/2002,13,MIN,ATL,-3.5,47.5,24,30,0,0,Hubert H. Humphrey Metrodome
2002,12/01/2002,13,NO,TB,-1.5,40,23,20,0,0,Louisiana Superdome
2002,12/01/2002,13,NYG,TEN,3,34,29,32,0,0,Giants Stadium
2002,12/01/2002,13,PHI,LAR,-2,38,10,3,0,0,Veterans Stadium
2002,12/01/2002,13,LAC,DEN,-3,40,30,27,0,0,Qualcomm Stadium
2002,12/01/2002,13,SF,SEA,8.5,43.5,31,24,0,0,Candlestick Park
2002,12/02/2002,13,OAK,NYJ,6,47.5,26,20,0,0,Oakland Coliseum
2002,12/08/2002,14,ARI,DET,-1,39.5,23,20,0,0,University of Phoenix Stadium
2002,12/08/2002,14,BAL,NO,-2,42.5,25,37,0,0,M&T Bank Stadium
2002,12/08/2002,14,CAR,CIN,3,37.5,52,31,0,0,Bank of America Stadium
2002,12/08/2002,14,DAL,SF,-4.5,40,27,31,0,0,Texas Stadium
2002,12/08/2002,14,GB,MIN,9.5,43.5,26,22,0,0,Lambeau Field
2002,12/08/2002,14,JAX,CLE,2.5,41.5,20,21,0,0,EverBank Field
2002,12/08/2002,14,KC,LAR,4.5,45.5,49,10,0,0,Arrowhead Stadium
2002,12/08/2002,14,NE,BUF,3.5,45,27,17,0,0,Gillette Stadium
2002,12/08/2002,14,NYJ,DEN,-1.5,43,19,13,0,0,Giants Stadium
2002,12/08/2002,14,PIT,HOU,14,37.5,6,24,0,0,Heinz Field
2002,12/08/2002,14,LAC,OAK,-3.5,45.5,7,27,0,0,Qualcomm Stadium
2002,12/08/2002,14,SEA,PHI,-3,37.5,20,27,0,0,CenturyLink Field
2002,12/08/2002,14,TB,ATL,3.5,37,34,10,0,0,Raymond James Stadium
2002,12/08/2002,14,TEN,IND,-1,43,27,17,0,0,Nissan Stadium
2002,12/08/2002,14,WAS,NYG,3,37.5,21,27,0,0,FedExField
2002,12/09/2002,14,MIA,CHI,10.5,37,27,9,0,0,Sun Life Stadium
2002,12/15/2002,15,ATL,SEA,9.5,46,24,30,0,0,Georgia Dome
2002,12/15/2002,15,BUF,LAC,3,42.5,20,13,0,0,Ralph Wilson Stadium
2002,12/15/2002,15,CHI,NYJ,-6.5,38,20,13,0,0,Memorial Stadium (Champaign)
2002,12/15/2002,15,CIN,JAX,-3,45,15,29,0,0,Paul Brown Stadium
2002,12/15/2002,15,CLE,IND,-2,41.5,23,28,0,0,FirstEnergy Stadium
2002,12/15/2002,15,DEN,KC,3.5,47.5,31,24,0,0,Sports Authority Field at Mile High
2002,12/15/2002,15,DET,TB,-9.5,37,20,23,0,0,Ford Field
2002,12/15/2002,15,HOU,BAL,-3,35,19,23,0,0,Reliant Stadium
2002,12/15/2002,15,MIA,OAK,1.5,43.5,23,17,0,0,Sun Life Stadium
2002,12/15/2002,15,NO,MIN,7,51,31,32,0,0,Louisiana Superdome
2002,12/15/2002,15,NYG,DAL,5,35,37,7,0,0,Giants Stadium
2002,12/15/2002,15,PHI,WAS,7.5,38,34,21,0,0,Veterans Stadium
2002,12/15/2002,15,PIT,CAR,9,39,30,14,0,0,Heinz Field
2002,12/15/2002,15,SF,GB,3,42.5,14,20,0,0,Candlestick Park
2002,12/15/2002,15,LAR,ARI,11,43,30,28,0,0,Edward Jones Dome
2002,12/16/2002,15,TEN,NE,2.5,43.5,24,7,0,0,Nissan Stadium
2002,12/21/2002,16,ARI,SF,-3.5,41,14,17,0,0,University of Phoenix Stadium
2002,12/21/2002,16,DAL,PHI,-7,36.5,3,27,0,0,Texas Stadium
2002,12/21/2002,16,MIN,MIA,-3,45,20,17,0,0,Hubert H. Humphrey Metrodome
2002,12/22/2002,16,ATL,DET,10.5,44,36,15,0,0,Georgia Dome
2002,12/22/2002,16,BAL,CLE,2.5,39.5,13,14,0,0,M&T Bank Stadium
2002,12/22/2002,16,CAR,CHI,4,36.5,24,14,0,0,Bank of America Stadium
2002,12/22/2002,16,CIN,NO,-7,49,20,13,0,0,Paul Brown Stadium
2002,12/22/2002,16,GB,BUF,6.5,43.5,10,0,0,0,Lambeau Field
2002,12/22/2002,16,IND,NYG,4.5,41,27,44,0,0,RCA Dome
2002,12/22/2002,16,JAX,TEN,-3,41.5,10,28,0,0,EverBank Field
2002,12/22/2002,16,KC,LAC,1.5,44,24,22,0,0,Arrowhead Stadium
2002,12/22/2002,16,NE,NYJ,3.5,41,17,30,0,0,Gillette Stadium
2002,12/22/2002,16,OAK,DEN,3.5,46.5,28,16,0,0,Oakland Coliseum
2002,12/22/2002,16,SEA,LAR,2.5,48,30,10,0,0,CenturyLink Field
2002,12/22/2002,16,WAS,HOU,6.5,36.5,26,10,0,0,FedExField
2002,12/23/2002,16,TB,PIT,4.5,38,7,17,0,0,Raymond James Stadium
2002,12/28/2002,17,NYG,PHI,1,37.5,10,7,0,0,Giants Stadium
2002,12/28/2002,17,OAK,KC,8.5,44.5,24,0,0,0,Oakland Coliseum
2002,12/29/2002,17,BUF,CIN,7.5,45,27,9,0,0,Ralph Wilson Stadium
2002,12/29/2002,17,CHI,TB,-7,32,0,15,0,0,Memorial Stadium (Champaign)
2002,12/29/2002,17,CLE,ATL,-2.5,41,24,16,0,0,FirstEnergy Stadium
2002,12/29/2002,17,DEN,ARI,13.5,42,37,7,0,0,Sports Authority Field at Mile High
2002,12/29/2002,17,DET,MIN,-3.5,47,36,38,0,0,Ford Field
2002,12/29/2002,17,HOU,TEN,-9.5,35.5,3,13,0,0,Reliant Stadium
2002,12/29/2002,17,IND,JAX,8.5,40.5,20,13,0,0,RCA Dome
2002,12/29/2002,17,NE,MIA,-2,38,27,24,0,0,Gillette Stadium
2002,12/29/2002,17,NO,CAR,6,43.5,6,10,0,0,Louisiana Superdome
2002,12/29/2002,17,NYJ,GB,-1.5,39.5,42,17,0,0,Giants Stadium
2002,12/29/2002,17,PIT,BAL,8,39,34,31,0,0,Heinz Field
2002,12/29/2002,17,LAC,SEA,3,42.5,28,31,0,0,Qualcomm Stadium
2002,12/29/2002,17,WAS,DAL,7.5,36.5,20,14,0,0,FedExField
2002,12/30/2002,17,LAR,SF,2,39.5,31,20,0,0,Edward Jones Dome
2002,01/04/2003,18,GB,ATL,6.5,40.5,7,27,0,1,NA
2002,01/04/2003,18,NYJ,IND,6,42,41,0,0,1,NA
2002,01/05/2003,18,PIT,CLE,8,43,36,33,0,1,NA
2002,01/05/2003,18,SF,NYG,3,41,39,38,0,1,NA
2002,01/11/2003,19,PHI,ATL,7.5,38.5,20,6,0,1,NA
2002,01/11/2003,19,TEN,PIT,4.5,44,34,31,0,1,NA
2002,01/12/2003,19,OAK,NYJ,5.5,47,30,10,0,1,NA
2002,01/12/2003,19,TB,SF,6,39.5,31,6,0,1,NA
2002,01/19/2003,20,OAK,TEN,9,46,41,24,0,1,NA
2002,01/19/2003,20,PHI,TB,4,33.5,10,27,0,1,NA
2003,09/04/2003,1,WAS,NYJ,3,40,16,13,0,0,FedExField
2003,09/07/2003,1,BUF,NE,1,44.5,31,0,0,0,Ralph Wilson Stadium
2003,09/07/2003,1,CAR,JAX,4,34.5,24,23,0,0,Bank of America Stadium
2003,09/07/2003,1,CIN,DEN,-6,43.5,10,30,0,0,Paul Brown Stadium
2003,09/07/2003,1,CLE,IND,-2,48,6,9,0,0,FirstEnergy Stadium
2003,09/07/2003,1,DAL,ATL,2,36.5,13,27,0,0,Texas Stadium
2003,09/07/2003,1,DET,ARI,3.5,39,42,24,0,0,Ford Field
2003,09/07/2003,1,GB,MIN,4,47,25,30,0,0,Lambeau Field
2003,09/07/2003,1,KC,LAC,4.5,47,27,14,0,0,Arrowhead Stadium
2003,09/07/2003,1,MIA,HOU,14,34.5,20,21,0,0,Sun Life Stadium
2003,09/07/2003,1,NYG,LAR,-1,46.5,23,13,0,0,Giants Stadium
2003,09/07/2003,1,PIT,BAL,4,38.5,34,15,0,0,Heinz Field
2003,09/07/2003,1,SF,CHI,6.5,40.5,49,7,0,0,Candlestick Park
2003,09/07/2003,1,SEA,NO,3,48.5,27,10,0,0,CenturyLink Field
2003,09/07/2003,1,TEN,OAK,3.5,46,25,20,0,0,Nissan Stadium
2003,09/08/2003,1,PHI,TB,3,36,0,17,0,0,Lincoln Financial Field
2003,09/14/2003,2,ARI,SEA,-5,44.5,0,38,0,0,University of Phoenix Stadium
2003,09/14/2003,2,ATL,WAS,3,39.5,31,33,0,0,Georgia Dome
2003,09/14/2003,2,BAL,CLE,2.5,39,33,13,0,0,M&T Bank Stadium
2003,09/14/2003,2,GB,DET,7,45.5,31,6,0,0,Lambeau Field
2003,09/14/2003,2,IND,TEN,2.5,44,33,7,0,0,RCA Dome
2003,09/14/2003,2,JAX,BUF,-3,42,17,38,0,0,EverBank Field
2003,09/14/2003,2,KC,PIT,3.5,48,41,20,0,0,Arrowhead Stadium
2003,09/14/2003,2,MIN,CHI,9,44.5,24,13,0,0,Hubert H. Humphrey Metrodome
2003,09/14/2003,2,NO,HOU,8,40.5,31,10,0,0,Louisiana Superdome
2003,09/14/2003,2,NYJ,MIA,-3,37,10,21,0,0,Giants Stadium
2003,09/14/2003,2,OAK,CIN,12,45,23,20,0,0,Oakland Coliseum
2003,09/14/2003,2,PHI,NE,4,38,10,31,0,0,Lincoln Financial Field
2003,09/14/2003,2,LAC,DEN,-3,43,13,37,0,0,Qualcomm Stadium
2003,09/14/2003,2,LAR,SF,3,47.5,27,24,0,0,Edward Jones Dome
2003,09/14/2003,2,TB,CAR,9,34.5,9,12,0,0,Raymond James Stadium
2003,09/15/2003,2,NYG,DAL,7.5,36.5,32,35,0,0,Giants Stadium
2003,09/21/2003,3,ARI,GB,-7.5,42.5,20,13,0,0,University of Phoenix Stadium
2003,09/21/2003,3,ATL,TB,-6.5,35.5,10,31,0,0,Georgia Dome
2003,09/21/2003,3,CIN,PIT,-4.5,44.5,10,17,0,0,Paul Brown Stadium
2003,09/21/2003,3,DET,MIN,-4,47.5,13,23,0,0,Ford Field
2003,09/21/2003,3,HOU,KC,-7.5,44,14,42,0,0,Reliant Stadium
2003,09/21/2003,3,IND,JAX,7.5,42,23,13,0,0,RCA Dome
2003,09/21/2003,3,MIA,BUF,3,40.5,17,7,0,0,Sun Life Stadium
2003,09/21/2003,3,NE,NYJ,6,38,23,16,0,0,Gillette Stadium
2003,09/21/2003,3,LAC,BAL,1.5,38.5,10,24,0,0,Qualcomm Stadium
2003,09/21/2003,3,SF,CLE,7,44.5,12,13,0,0,Candlestick Park
2003,09/21/2003,3,SEA,LAR,3,47,24,23,0,0,CenturyLink Field
2003,09/21/2003,3,TEN,NO,4.5,43.5,27,12,0,0,Nissan Stadium
2003,09/21/2003,3,WAS,NYG,1.5,43.5,21,24,0,0,FedExField
2003,09/22/2003,3,DEN,OAK,5.5,45,31,10,0,0,Sports Authority Field at Mile High
2003,09/28/2003,4,BAL,KC,-3,43.5,10,17,0,0,M&T Bank Stadium
2003,09/28/2003,4,BUF,PHI,3,39.5,13,23,0,0,Ralph Wilson Stadium
2003,09/28/2003,4,CAR,ATL,6,35.5,23,3,0,0,Bank of America Stadium
2003,09/28/2003,4,CLE,CIN,4.5,40,14,21,0,0,FirstEnergy Stadium
2003,09/28/2003,4,DEN,DET,12,44,20,16,0,0,Sports Authority Field at Mile High
2003,09/28/2003,4,HOU,JAX,-2.5,37.5,24,20,0,0,Reliant Stadium
2003,09/28/2003,4,MIN,SF,-0,43,35,7,0,0,Hubert H. Humphrey Metrodome
2003,09/28/2003,4,NO,IND,-1.5,42,21,55,0,0,Louisiana Superdome
2003,09/28/2003,4,NYJ,DAL,3,37,6,17,0,0,Giants Stadium
