seas,date,wk,h,v,sprv,ou,ptsh,ptsv,neutral,playoff,stad
2014,11/23/2014,12,LAC,LAR,-5,43.5,27,24,0,0,Qualcomm Stadium
2014,11/23/2014,12,SF,WAS,-9.5,44,17,13,0,0,Levi's Stadium
2014,11/23/2014,12,SEA,ARI,-7.5,41.5,19,3,0,0,CenturyLink Field
2014,11/24/2014,12,BUF,NYJ,-2.5,42.5,38,3,0,0,Ford Field
2014,11/24/2014,12,NO,BAL,-3,50.5,27,34,0,0,Louisiana Superdome
2014,11/27/2014,13,DAL,PHI,-3.5,57,10,33,0,0,Cowboys Stadium
2014,11/27/2014,13,DET,CHI,-7,46,34,17,0,0,Ford Field
2014,11/27/2014,13,SF,SEA,-1.5,40.5,3,19,0,0,Levi's Stadium
2014,11/30/2014,13,ATL,ARI,1.5,45,29,18,0,0,Georgia Dome
2014,11/30/2014,13,BAL,LAC,-6.5,46,33,34,0,0,M&T Bank Stadium
2014,11/30/2014,13,BUF,CLE,-3,42,26,10,0,0,Ralph Wilson Stadium
2014,11/30/2014,13,GB,NE,-3,58,26,21,0,0,Lambeau Field
2014,11/30/2014,13,HOU,TEN,-7,42.5,45,21,0,0,Reliant Stadium
2014,11/30/2014,13,IND,WAS,-8,49,49,27,0,0,Lucas Oil Stadium
2014,11/30/2014,13,JAX,NYG,3,44,25,24,0,0,EverBank Field
2014,11/30/2014,13,KC,DEN,-0,49.5,16,29,0,0,Arrowhead Stadium
2014,11/30/2014,13,MIN,CAR,-2.5,41.5,31,13,0,0,TCF Bank Stadium
2014,11/30/2014,13,PIT,NO,-3.5,54.5,32,35,0,0,Heinz Field
2014,11/30/2014,13,LAR,OAK,-6,43,52,0,0,0,Edward Jones Dome
2014,11/30/2014,13,TB,CIN,6,43.5,13,14,0,0,Raymond James Stadium
2014,12/01/2014,13,NYJ,MIA,7,41.5,13,16,0,0,MetLife Stadium
2014,12/04/2014,14,CHI,DAL,3.5,50,28,41,0,0,Soldier Field
2014,12/07/2014,14,ARI,KC,2.5,41,17,14,0,0,University of Phoenix Stadium
2014,12/07/2014,14,CIN,PIT,-3,47.5,21,42,0,0,Paul Brown Stadium
2014,12/07/2014,14,CLE,IND,3,50,24,25,0,0,FirstEnergy Stadium
2014,12/07/2014,14,DEN,BUF,-9,47,24,17,0,0,Sports Authority Field at Mile High
2014,12/07/2014,14,DET,TB,-10.5,42,34,17,0,0,Ford Field
2014,12/07/2014,14,JAX,HOU,6.5,42,13,27,0,0,EverBank Field
2014,12/07/2014,14,MIA,BAL,-3,45,13,28,0,0,Sun Life Stadium
2014,12/07/2014,14,MIN,NYJ,-4,40,30,24,0,0,TCF Bank Stadium
2014,12/07/2014,14,NO,CAR,-9.5,50.5,10,41,0,0,Louisiana Superdome
2014,12/07/2014,14,OAK,SF,8.5,40.5,24,13,0,0,Oakland Coliseum
2014,12/07/2014,14,PHI,SEA,1.5,48,14,24,0,0,Lincoln Financial Field
2014,12/07/2014,14,LAC,NE,4,54,14,23,0,0,Qualcomm Stadium
2014,12/07/2014,14,TEN,NYG,3,46.5,7,36,0,0,Nissan Stadium
2014,12/07/2014,14,WAS,LAR,3,44.5,0,24,0,0,FedExField
2014,12/08/2014,14,GB,ATL,-13.5,55,43,37,0,0,Lambeau Field
2014,12/11/2014,15,LAR,ARI,-6,40.5,6,12,0,0,Edward Jones Dome
2014,12/14/2014,15,ATL,PIT,3,55.5,20,27,0,0,Georgia Dome
2014,12/14/2014,15,BAL,JAX,-14,44.5,20,12,0,0,M&T Bank Stadium
2014,12/14/2014,15,BUF,GB,3.5,50,21,13,0,0,Ralph Wilson Stadium
2014,12/14/2014,15,CAR,TB,-3.5,41.5,19,17,0,0,Bank of America Stadium
2014,12/14/2014,15,CLE,CIN,-2,43.5,0,30,0,0,FirstEnergy Stadium
2014,12/14/2014,15,DET,MIN,-8,42,16,14,0,0,Ford Field
2014,12/14/2014,15,IND,HOU,-7,49,17,10,0,0,Lucas Oil Stadium
2014,12/14/2014,15,KC,OAK,-11,41.5,31,13,0,0,Arrowhead Stadium
2014,12/14/2014,15,NE,MIA,-9,48,41,13,0,0,Gillette Stadium
2014,12/14/2014,15,NYG,WAS,-7,46.5,24,13,0,0,MetLife Stadium
2014,12/14/2014,15,PHI,DAL,-3.5,55,27,38,0,0,Lincoln Financial Field
2014,12/14/2014,15,LAC,DEN,4,49.5,10,22,0,0,Qualcomm Stadium
2014,12/14/2014,15,SEA,SF,-9.5,38.5,17,7,0,0,CenturyLink Field
2014,12/14/2014,15,TEN,NYJ,3,41.5,11,16,0,0,Nissan Stadium
2014,12/15/2014,15,CHI,NO,3.5,53.5,15,31,0,0,Soldier Field
2014,12/18/2014,16,JAX,TEN,-4.5,39,21,13,0,0,EverBank Field
2014,12/20/2014,16,SF,LAC,-1.5,40.5,35,38,0,0,Levi's Stadium
2014,12/20/2014,16,WAS,PHI,7,51,27,24,0,0,FedExField
2014,12/21/2014,16,ARI,SEA,9.5,36.5,6,35,0,0,University of Phoenix Stadium
2014,12/21/2014,16,CAR,CLE,-6,40,17,13,0,0,Bank of America Stadium
2014,12/21/2014,16,CHI,DET,10,44.5,14,20,0,0,Soldier Field
2014,12/21/2014,16,DAL,IND,-3.5,53.5,42,7,0,0,Cowboys Stadium
2014,12/21/2014,16,HOU,BAL,6.5,41.5,25,13,0,0,Reliant Stadium
2014,12/21/2014,16,MIA,MIN,-4.5,42.5,37,35,0,0,Sun Life Stadium
2014,12/21/2014,16,NO,ATL,-6,56,14,30,0,0,Louisiana Superdome
2014,12/21/2014,16,NYJ,NE,9.5,47,16,17,0,0,MetLife Stadium
2014,12/21/2014,16,OAK,BUF,6.5,41.5,26,24,0,0,Oakland Coliseum
2014,12/21/2014,16,PIT,KC,-2.5,49.5,20,12,0,0,Heinz Field
2014,12/21/2014,16,LAR,NYG,-6.5,43.5,27,37,0,0,Edward Jones Dome
2014,12/21/2014,16,TB,GB,11.5,49,3,20,0,0,Raymond James Stadium
2014,12/22/2014,16,CIN,DEN,3.5,47.5,37,28,0,0,Paul Brown Stadium
2014,12/28/2014,17,ATL,CAR,-3,48,3,34,0,0,Georgia Dome
2014,12/28/2014,17,BAL,CLE,-14,40,20,10,0,0,M&T Bank Stadium
2014,12/28/2014,17,DEN,OAK,-15.5,48.5,47,14,0,0,Sports Authority Field at Mile High
2014,12/28/2014,17,GB,DET,-8.5,47,30,20,0,0,Lambeau Field
2014,12/28/2014,17,HOU,JAX,-8.5,38.5,23,17,0,0,Reliant Stadium
2014,12/28/2014,17,KC,LAC,-3,42,19,7,0,0,Arrowhead Stadium
2014,12/28/2014,17,MIA,NYJ,-7,41,24,37,0,0,Sun Life Stadium
2014,12/28/2014,17,MIN,CHI,-7,47.5,13,9,0,0,TCF Bank Stadium
2014,12/28/2014,17,NE,BUF,-4.5,43.5,9,17,0,0,Gillette Stadium
2014,12/28/2014,17,NYG,PHI,-1,52,26,34,0,0,MetLife Stadium
2014,12/28/2014,17,PIT,CIN,-3,48.5,27,17,0,0,Heinz Field
2014,12/28/2014,17,SF,ARI,-6.5,37.5,20,17,0,0,Levi's Stadium
2014,12/28/2014,17,SEA,LAR,-11.5,41.5,20,6,0,0,CenturyLink Field
2014,12/28/2014,17,TB,NO,6,46.5,20,23,0,0,Raymond James Stadium
2014,12/28/2014,17,TEN,IND,7.5,46.5,10,27,0,0,Nissan Stadium
2014,12/28/2014,17,WAS,DAL,6,47.5,17,44,0,0,FedExField
2014,01/03/2015,18,CAR,ARI,6,37.5,27,16,0,1,Bank of America Stadium
2014,01/03/2015,18,PIT,BAL,3,45,17,30,0,1,NA
2014,01/04/2015,18,DAL,DET,6.5,48.5,24,20,0,1,Cowboys Stadium
2014,01/04/2015,18,IND,CIN,3,48,26,10,0,1,NA
2014,01/10/2015,19,NE,BAL,7,47.5,35,31,0,1,NA
2014,01/10/2015,19,SEA,CAR,11.5,39.5,31,17,0,1,NA
2014,01/11/2015,19,DEN,IND,7,53.5,13,24,0,1,NA
2014,01/11/2015,19,GB,DAL,6,51.5,26,21,0,1,NA
2014,01/18/2015,20,NE,IND,7,52,45,7,0,1,NA
2014,01/18/2015,20,SEA,GB,8.5,45,28,22,0,1,NA
2014,NA,NA,OAK,MIA,-3.5,40.5,14,38,NA,NA,NA
2014,NA,NA,ATL,DET,-3.5,46.5,21,22,NA,NA,NA
2014,NA,NA,OAK,MIA,-3.5,40.5,14,38,NA,NA,NA
2014,NA,NA,ATL,DET,-3.5,46.5,21,22,NA,NA,NA
2015,09/10/2015,1,NE,PIT,7,51,28,21,0,0,Gillette Stadium
2015,09/13/2015,1,ARI,NO,2.5,48.5,31,19,0,0,University of Phoenix Stadium
2015,09/13/2015,1,BUF,IND,-1,44.5,27,14,0,0,Ralph Wilson Stadium
2015,09/13/2015,1,CHI,GB,-6.5,48.5,23,31,0,0,Soldier Field
2015,09/13/2015,1,DAL,NYG,7,52.5,27,26,0,0,Cowboys Stadium
2015,09/13/2015,1,DEN,BAL,4.5,46.5,19,13,0,0,Sports Authority Field at Mile High
2015,09/13/2015,1,HOU,KC,-1,40.5,20,27,0,0,Reliant Stadium
2015,09/13/2015,1,JAX,CAR,-3,41,9,20,0,0,EverBank Field
2015,09/13/2015,1,NYJ,CLE,3.5,38.5,31,10,0,0,MetLife Stadium
2015,09/13/2015,1,OAK,CIN,3,43,13,33,0,0,Oakland Coliseum
2015,09/13/2015,1,LAC,DET,3.5,45.5,33,28,0,0,Qualcomm Stadium
2015,09/13/2015,1,LAR,SEA,-3.5,41,34,31,0,0,Edward Jones Dome
2015,09/13/2015,1,TB,TEN,3,40.5,14,42,0,0,Raymond James Stadium
2015,09/13/2015,1,WAS,MIA,-4,45.5,10,17,0,0,FedExField
2015,09/14/2015,1,ATL,PHI,-3,56,26,24,0,0,Georgia Dome
2015,09/14/2015,1,SF,MIN,-2.5,42.5,20,3,0,0,Levi's Stadium
2015,09/17/2015,2,KC,DEN,3,42,24,31,0,0,Arrowhead Stadium
2015,09/20/2015,2,BUF,NE,1,44.5,32,40,0,0,Ralph Wilson Stadium
2015,09/20/2015,2,CAR,HOU,3,41,24,17,0,0,Bank of America Stadium
2015,09/20/2015,2,CHI,ARI,-2,46,23,48,0,0,Soldier Field
2015,09/20/2015,2,CIN,LAC,3.5,48,24,19,0,0,Paul Brown Stadium
2015,09/20/2015,2,CLE,TEN,-1,41,28,14,0,0,FirstEnergy Stadium
2015,09/20/2015,2,GB,SEA,3,49.5,27,17,0,0,Lambeau Field
2015,09/20/2015,2,JAX,MIA,-6,42,23,20,0,0,EverBank Field
2015,09/20/2015,2,MIN,DET,2.5,44,26,16,0,0,TCF Bank Stadium
2015,09/20/2015,2,NO,TB,9,47,19,26,0,0,Louisiana Superdome
2015,09/20/2015,2,NYG,ATL,2,50,20,24,0,0,MetLife Stadium
2015,09/20/2015,2,OAK,BAL,-6,42,37,33,0,0,Oakland Coliseum
2015,09/20/2015,2,PHI,DAL,6.5,54,10,20,0,0,Lincoln Financial Field
2015,09/20/2015,2,PIT,SF,6,46,43,18,0,0,Heinz Field
2015,09/20/2015,2,WAS,LAR,-3,41,24,10,0,0,FedExField
2015,09/21/2015,2,IND,NYJ,6,46,7,20,0,0,Lucas Oil Stadium
2015,09/24/2015,3,NYG,WAS,3,45,32,21,0,0,MetLife Stadium
2015,09/27/2015,3,ARI,SF,7,45,47,7,0,0,University of Phoenix Stadium
2015,09/27/2015,3,BAL,CIN,1.5,45.5,24,28,0,0,M&T Bank Stadium
2015,09/27/2015,3,CAR,NO,9.5,43,27,22,0,0,Bank of America Stadium
2015,09/27/2015,3,CLE,OAK,3.5,44,20,27,0,0,FirstEnergy Stadium
2015,09/27/2015,3,DAL,ATL,-0,43.5,28,39,0,0,Cowboys Stadium
2015,09/27/2015,3,DET,DEN,-3,45,12,24,0,0,Ford Field
2015,09/27/2015,3,HOU,TB,6,41,19,9,0,0,Reliant Stadium
2015,09/27/2015,3,MIA,BUF,1,43.5,14,41,0,0,Sun Life Stadium
2015,09/27/2015,3,MIN,LAC,2,45.5,31,14,0,0,TCF Bank Stadium
2015,09/27/2015,3,NE,JAX,14,49,51,17,0,0,Gillette Stadium
2015,09/27/2015,3,NYJ,PHI,3,47,17,24,0,0,MetLife Stadium
2015,09/27/2015,3,SEA,CHI,16.5,43.5,26,0,0,0,CenturyLink Field
2015,09/27/2015,3,LAR,PIT,1,48.5,6,12,0,0,Edward Jones Dome
2015,09/27/2015,3,TEN,IND,-3.5,46.5,33,35,0,0,Nissan Stadium
2015,09/28/2015,3,GB,KC,5.5,47.5,38,28,0,0,Lambeau Field
2015,10/01/2015,4,PIT,BAL,-3,44,20,23,0,0,Heinz Field
2015,10/04/2015,4,ARI,LAR,7,43.5,22,24,0,0,University of Phoenix Stadium
2015,10/04/2015,4,ATL,HOU,4.5,47.5,48,21,0,0,Georgia Dome
2015,10/04/2015,4,BUF,NYG,6,46.5,10,24,0,0,Ralph Wilson Stadium
2015,10/04/2015,4,CHI,OAK,-3,44.5,22,20,0,0,Soldier Field
2015,10/04/2015,4,CIN,KC,3.5,45,36,21,0,0,Paul Brown Stadium
2015,10/04/2015,4,DEN,MIN,7,43.5,23,20,0,0,Sports Authority Field at Mile High
2015,10/04/2015,4,IND,JAX,4,43.5,16,13,0,0,Lucas Oil Stadium
2015,10/04/2015,4,NO,DAL,3,48.5,26,20,0,0,Louisiana Superdome
2015,10/04/2015,4,LAC,CLE,5,44.5,30,27,0,0,Qualcomm Stadium
2015,10/04/2015,4,SF,GB,-7.5,48,3,17,0,0,Levi's Stadium
2015,10/04/2015,4,TB,CAR,-3,40.5,23,37,0,0,Raymond James Stadium
2015,10/04/2015,4,WAS,PHI,-3,45.5,23,20,0,0,FedExField
2015,10/05/2015,4,SEA,DET,10,43,13,10,0,0,CenturyLink Field
2015,10/08/2015,5,HOU,IND,5,41,20,27,0,0,Reliant Stadium
2015,10/11/2015,5,ATL,WAS,7,48.5,25,19,0,0,Georgia Dome
2015,10/11/2015,5,BAL,CLE,6.5,43,30,33,0,0,M&T Bank Stadium
2015,10/11/2015,5,CIN,SEA,3,44.5,27,24,0,0,Paul Brown Stadium
2015,10/11/2015,5,DAL,NE,-8.5,50.5,6,30,0,0,Cowboys Stadium
2015,10/11/2015,5,DET,ARI,-4.5,46,17,42,0,0,Ford Field
2015,10/11/2015,5,GB,LAR,9,46,24,10,0,0,Lambeau Field
2015,10/11/2015,5,KC,CHI,9.5,44.5,17,18,0,0,Arrowhead Stadium
2015,10/11/2015,5,NYG,SF,7.5,44,30,27,0,0,MetLife Stadium
2015,10/11/2015,5,OAK,DEN,-5.5,45,10,16,0,0,Oakland Coliseum
2015,10/11/2015,5,PHI,NO,6.5,49.5,39,17,0,0,Lincoln Financial Field
2015,10/11/2015,5,TB,JAX,1,41.5,38,31,0,0,Raymond James Stadium
2015,10/11/2015,5,TEN,BUF,-1,43,13,14,0,0,Nissan Stadium
2015,10/12/2015,5,LAC,PIT,4,45.5,20,24,0,0,Qualcomm Stadium
2015,10/15/2015,6,NO,ATL,-3,52.5,31,21,0,0,Louisiana Superdome
2015,10/18/2015,6,BUF,CIN,-3,42,21,34,0,0,Ralph Wilson Stadium
2015,10/18/2015,6,CLE,DEN,-3.5,42,23,26,0,0,FirstEnergy Stadium
2015,10/18/2015,6,DET,CHI,3.5,45.5,37,34,0,0,Ford Field
2015,10/18/2015,6,GB,LAC,10.5,50.5,27,20,0,0,Lambeau Field
2015,10/18/2015,6,IND,NE,-9,54,27,34,0,0,Lucas Oil Stadium
2015,10/18/2015,6,JAX,HOU,3,43,20,31,0,0,EverBank Field
2015,10/18/2015,6,MIN,KC,3.5,43,16,10,0,0,TCF Bank Stadium
2015,10/18/2015,6,NYJ,WAS,7.5,40,34,20,0,0,MetLife Stadium
2015,10/18/2015,6,PIT,ARI,-5.5,45,25,13,0,0,Heinz Field
2015,10/18/2015,6,SF,BAL,-2.5,43.5,25,20,0,0,Levi's Stadium
2015,10/18/2015,6,SEA,CAR,7,41,23,27,0,0,CenturyLink Field
2015,10/18/2015,6,TEN,MIA,2.5,43.5,10,38,0,0,Nissan Stadium
2015,10/19/2015,6,PHI,NYG,3.5,50.5,27,7,0,0,Lincoln Financial Field
2015,10/22/2015,7,SF,SEA,-6.5,42,3,20,0,0,Levi's Stadium
2015,10/25/2015,7,CAR,PHI,2.5,46,27,16,0,0,Bank of America Stadium
2015,10/25/2015,7,DET,MIN,1,45,19,28,0,0,Ford Field
2015,10/25/2015,7,IND,NO,5,53,21,27,0,0,Lucas Oil Stadium
2015,10/25/2015,7,KC,PIT,3.5,41.5,23,13,0,0,Arrowhead Stadium
2015,10/25/2015,7,MIA,HOU,4.5,45.5,44,26,0,0,Sun Life Stadium
2015,10/25/2015,7,NE,NYJ,7,47.5,30,23,0,0,Gillette Stadium
2015,10/25/2015,7,NYG,DAL,3,44.5,27,20,0,0,MetLife Stadium
2015,10/25/2015,7,LAC,OAK,3.5,48.5,29,37,0,0,Qualcomm Stadium
2015,10/25/2015,7,LAR,CLE,6,44,24,6,0,0,Edward Jones Dome
2015,10/25/2015,7,TEN,ATL,-6,45.5,7,10,0,0,Nissan Stadium
2015,10/25/2015,7,WAS,TB,3,41.5,31,30,0,0,FedExField
2015,10/26/2015,7,ARI,BAL,10,49.5,26,18,0,0,University of Phoenix Stadium
2015,10/29/2015,8,NE,MIA,8,51.5,36,7,0,0,Gillette Stadium
2015,11/01/2015,8,ATL,TB,8,47.5,20,23,0,0,Georgia Dome
2015,11/01/2015,8,BAL,LAC,4.5,50.5,29,26,0,0,M&T Bank Stadium
2015,11/01/2015,8,CHI,MIN,-1.5,44,20,23,0,0,Soldier Field
2015,11/01/2015,8,CLE,ARI,-7,46,20,34,0,0,FirstEnergy Stadium
2015,11/01/2015,8,DAL,SEA,-5,41.5,12,13,0,0,Cowboys Stadium
2015,11/01/2015,8,DEN,GB,-2.5,45.5,29,10,0,0,Sports Authority Field at Mile High
2015,11/01/2015,8,HOU,TEN,3.5,43,20,6,0,0,Reliant Stadium
2015,11/01/2015,8,NO,NYG,3,52,52,49,0,0,Louisiana Superdome
2015,11/01/2015,8,OAK,NYJ,-3,44,34,20,0,0,Oakland Coliseum
2015,11/01/2015,8,PIT,CIN,-0,49.5,10,16,0,0,Heinz Field
2015,11/01/2015,8,LAR,SF,8,41,27,6,0,0,Edward Jones Dome
2015,11/02/2015,8,CAR,IND,5.5,45.5,29,26,0,0,Bank of America Stadium
2015,11/05/2015,9,CIN,CLE,13,46,31,10,0,0,Paul Brown Stadium
2015,11/08/2015,9,BUF,MIA,4,44,33,17,0,0,Ralph Wilson Stadium
2015,11/08/2015,9,CAR,GB,-2.5,46,37,29,0,0,Bank of America Stadium
2015,11/08/2015,9,DAL,PHI,-3,44,27,33,0,0,Cowboys Stadium
2015,11/08/2015,9,IND,DEN,-3.5,45.5,27,24,0,0,Lucas Oil Stadium
2015,11/08/2015,9,MIN,LAR,1,40,21,18,0,0,TCF Bank Stadium
2015,11/08/2015,9,NE,WAS,13.5,51.5,27,10,0,0,Gillette Stadium
2015,11/08/2015,9,NO,TEN,6.5,50,28,34,0,0,Louisiana Superdome
2015,11/08/2015,9,NYJ,JAX,8,42.5,28,23,0,0,MetLife Stadium
2015,11/08/2015,9,PIT,OAK,6,48,38,35,0,0,Heinz Field
2015,11/08/2015,9,SF,ATL,-8.5,43.5,17,16,0,0,Levi's Stadium
2015,11/08/2015,9,TB,NYG,-2,49,18,32,0,0,Raymond James Stadium
2015,11/09/2015,9,LAC,CHI,3.5,49.5,19,22,0,0,Qualcomm Stadium
2015,11/12/2015,10,NYJ,BUF,2.5,42,17,22,0,0,MetLife Stadium
2015,11/15/2015,10,BAL,JAX,5,47,20,22,0,0,M&T Bank Stadium
2015,11/15/2015,10,DEN,KC,3.5,42,13,29,0,0,Sports Authority Field at Mile High
2015,11/15/2015,10,GB,DET,10.5,50,16,18,0,0,Lambeau Field
2015,11/15/2015,10,NYG,NE,-7,52.5,26,27,0,0,MetLife Stadium
2015,11/15/2015,10,OAK,MIN,3,44,14,30,0,0,Oakland Coliseum
2015,11/15/2015,10,PHI,MIA,6,49.5,19,20,0,0,Lincoln Financial Field
2015,11/15/2015,10,PIT,CLE,7,43,30,9,0,0,Heinz Field
2015,11/15/2015,10,SEA,ARI,3,43.5,32,39,0,0,CenturyLink Field
2015,11/15/2015,10,LAR,CHI,7,42.5,13,37,0,0,Edward Jones Dome
2015,11/15/2015,10,TB,DAL,-1,43.5,10,6,0,0,Raymond James Stadium
2015,11/15/2015,10,TEN,CAR,-3.5,43,10,27,0,0,Nissan Stadium
2015,11/15/2015,10,WAS,NO,-1,52,47,14,0,0,FedExField
2015,11/16/2015,10,CIN,HOU,10,46.5,6,10,0,0,Paul Brown Stadium
2015,11/19/2015,11,JAX,TEN,3,41.5,19,13,0,0,EverBank Field
2015,11/22/2015,11,ARI,CIN,4,48,34,31,0,0,University of Phoenix Stadium
2015,11/22/2015,11,ATL,IND,3.5,47.5,21,24,0,0,Georgia Dome
2015,11/22/2015,11,BAL,LAR,3,41.5,16,13,0,0,M&T Bank Stadium
2015,11/22/2015,11,CAR,WAS,7,44.5,44,16,0,0,Bank of America Stadium
2015,11/22/2015,11,CHI,DEN,-2,41.5,15,17,0,0,Soldier Field
2015,11/22/2015,11,DET,OAK,-1.5,50,18,13,0,0,Ford Field
2015,11/22/2015,11,HOU,NYJ,-4,40,24,17,0,0,Reliant Stadium
2015,11/22/2015,11,MIA,DAL,-2,45,14,24,0,0,Sun Life Stadium
2015,11/22/2015,11,MIN,GB,-0,45,13,30,0,0,TCF Bank Stadium
2015,11/22/2015,11,PHI,TB,6.5,45.5,17,45,0,0,Lincoln Financial Field
2015,11/22/2015,11,LAC,KC,-3,45.5,3,33,0,0,Qualcomm Stadium
2015,11/22/2015,11,SEA,SF,14,40,29,13,0,0,CenturyLink Field
2015,11/23/2015,11,NE,BUF,7,47.5,20,13,0,0,Gillette Stadium
2015,11/26/2015,12,DAL,CAR,-1,44.5,14,33,0,0,Cowboys Stadium
2015,11/26/2015,12,DET,PHI,3,47,45,14,0,0,Ford Field
2015,11/26/2015,12,GB,CHI,8,45,13,17,0,0,Lambeau Field
2015,11/29/2015,12,ATL,MIN,2,45,10,20,0,0,Georgia Dome
2015,11/29/2015,12,CIN,LAR,9.5,42,31,7,0,0,Paul Brown Stadium
2015,11/29/2015,12,DEN,NE,-2.5,43,30,24,0,0,Sports Authority Field at Mile High
2015,11/29/2015,12,HOU,NO,3.5,51,24,6,0,0,Reliant Stadium
2015,11/29/2015,12,IND,TB,3,46.5,25,12,0,0,Lucas Oil Stadium
2015,11/29/2015,12,JAX,LAC,5,47,25,31,0,0,EverBank Field
2015,11/29/2015,12,KC,BUF,4.5,41,30,22,0,0,Arrowhead Stadium
2015,11/29/2015,12,NYJ,MIA,4.5,43.5,38,20,0,0,MetLife Stadium
2015,11/29/2015,12,SF,ARI,-8.5,45,13,19,0,0,Levi's Stadium
2015,11/29/2015,12,SEA,PIT,3,46.5,39,30,0,0,CenturyLink Field
2015,11/29/2015,12,TEN,OAK,-1,45,21,24,0,0,Nissan Stadium
2015,11/29/2015,12,WAS,NYG,-1.5,48,20,14,0,0,FedExField
2015,11/30/2015,12,CLE,BAL,6,41,27,33,0,0,FirstEnergy Stadium
2015,12/03/2015,13,DET,GB,-2.5,46.5,23,27,0,0,Ford Field
2015,12/06/2015,13,BUF,HOU,3,42,30,21,0,0,Ralph Wilson Stadium
2015,12/06/2015,13,CHI,SF,6.5,43,20,26,0,0,Soldier Field
2015,12/06/2015,13,CLE,CIN,-7.5,44,3,37,0,0,FirstEnergy Stadium
2015,12/06/2015,13,MIA,BAL,3.5,43,15,13,0,0,Sun Life Stadium
2015,12/06/2015,13,MIN,SEA,-2.5,43,7,38,0,0,TCF Bank Stadium
2015,12/06/2015,13,NE,PHI,9.5,49,28,35,0,0,Gillette Stadium
2015,12/06/2015,13,NO,CAR,-6,50.5,38,41,0,0,Louisiana Superdome
2015,12/06/2015,13,NYG,NYJ,-2.5,46,20,23,0,0,MetLife Stadium
2015,12/06/2015,13,OAK,KC,-3,45.5,20,34,0,0,Oakland Coliseum
2015,12/06/2015,13,PIT,IND,9.5,50.5,45,10,0,0,Heinz Field
2015,12/06/2015,13,LAC,DEN,-6,45,3,17,0,0,Qualcomm Stadium
2015,12/06/2015,13,LAR,ARI,-3.5,43,3,27,0,0,Edward Jones Dome
2015,12/06/2015,13,TB,ATL,-0,46.5,23,19,0,0,Raymond James Stadium
2015,12/06/2015,13,TEN,JAX,3,43.5,42,39,0,0,Nissan Stadium
2015,12/07/2015,13,WAS,DAL,2,43.5,16,19,0,0,FedExField
2015,12/10/2015,14,ARI,MIN,10,46.5,23,20,0,0,University of Phoenix Stadium
2015,12/13/2015,14,BAL,SEA,-10.5,42,6,35,0,0,M&T Bank Stadium
2015,12/13/2015,14,CAR,ATL,8.5,45.5,38,0,0,0,Bank of America Stadium
2015,12/13/2015,14,CHI,WAS,4,43.5,21,24,0,0,Soldier Field
2015,12/13/2015,14,CIN,PIT,1,48.5,20,33,0,0,Paul Brown Stadium
2015,12/13/2015,14,CLE,SF,2.5,43,24,10,0,0,FirstEnergy Stadium
2015,12/13/2015,14,DEN,OAK,6,43,12,15,0,0,Sports Authority Field at Mile High
2015,12/13/2015,14,GB,DAL,6.5,42.5,28,7,0,0,Lambeau Field
2015,12/13/2015,14,HOU,NE,-5,46.5,6,27,0,0,Reliant Stadium
2015,12/13/2015,14,JAX,IND,1,46,51,16,0,0,EverBank Field
2015,12/13/2015,14,KC,LAC,12,41.5,10,3,0,0,Arrowhead Stadium
2015,12/13/2015,14,NYJ,TEN,8,43,30,8,0,0,MetLife Stadium
2015,12/13/2015,14,PHI,BUF,1,48.5,23,20,0,0,Lincoln Financial Field
2015,12/13/2015,14,LAR,DET,-3,41.5,21,14,0,0,Edward Jones Dome
2015,12/13/2015,14,TB,NO,6,51.5,17,24,0,0,Raymond James Stadium
2015,12/14/2015,14,MIA,NYG,-2,48,24,31,0,0,Sun Life Stadium
2015,12/17/2015,15,LAR,TB,1,41,31,23,0,0,Edward Jones Dome
2015,12/19/2015,15,DAL,NYJ,-3.5,41,16,19,0,0,Cowboys Stadium
2015,12/20/2015,15,BAL,KC,-6.5,41,14,34,0,0,M&T Bank Stadium
2015,12/20/2015,15,IND,HOU,2,41.5,10,16,0,0,Lucas Oil Stadium
2015,12/20/2015,15,JAX,ATL,2,48,17,23,0,0,EverBank Field
2015,12/20/2015,15,MIN,CHI,4,44,38,17,0,0,TCF Bank Stadium
2015,12/20/2015,15,NE,TEN,14.5,48,33,16,0,0,Gillette Stadium
2015,12/20/2015,15,NYG,CAR,-5,46.5,35,38,0,0,MetLife Stadium
2015,12/20/2015,15,OAK,GB,-4,47,20,30,0,0,Oakland Coliseum
2015,12/20/2015,15,PHI,ARI,-4,51.5,17,40,0,0,Lincoln Financial Field
2015,12/20/2015,15,PIT,DEN,7.5,45.5,34,27,0,0,Heinz Field
2015,12/20/2015,15,LAC,MIA,1,47,30,14,0,0,Qualcomm Stadium
2015,12/20/2015,15,SF,CIN,-6.5,41,14,24,0,0,Levi's Stadium
2015,12/20/2015,15,SEA,CLE,14.5,45.5,30,13,0,0,CenturyLink Field
2015,12/20/2015,15,WAS,BUF,-2,46,35,25,0,0,FedExField
2015,12/21/2015,15,NO,DET,2.5,52,27,35,0,0,Louisiana Superdome
2015,12/24/2015,16,OAK,LAC,4,45.5,23,20,0,0,Oakland Coliseum
2015,12/26/2015,16,PHI,WAS,3.5,48.5,24,38,0,0,Lincoln Financial Field
2015,12/27/2015,16,ARI,GB,6,50.5,38,8,0,0,University of Phoenix Stadium
